,,title,url,pid,formatted_url,price,currency,original_price,discount,f_assured,highlights,seller,seller_rating,description,specifications,formatted_specifications,images,return_policy,category,sub_category_1,sub_category_2,sub_category_3,breadcrumbs,country_of_origin,generic_name,manufactured_by,avg_ratings,reviews_count,ratings_count,uniq_id,scraped_at
10,20,"G4E-GIFT4EVER Back Cover for Redmi Note 9 Pro  (Multicolor, Pack of: 1)",https://www.flipkart.com/hi/g4e-gift4ever-back-cover-redmi-note-9-pro/p/itm35c4355e1b160,itm35c4355e1b160,https://www.flipkart.com/product/p/itm35c4355e1b160,299,INR,₹499,40% off,False,Suitable For: Mobile | Material: Plastic | Theme: No Theme | Type: Back Cover,VANSART,4.2,"Hard plastic printed case for mobiles, stylish with high durability. It adds style and perfectly fits on your phone. Wide range of designs to choose from.","[{'Sales Package': 'Mobile Back Cover'}, {'Model Number': 'RM NT9Pr-No Theme -0812'}, {'Designed For': 'Redmi Note 9 Pro'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}]",Mobile Back Cover: Sales Package | RM NT9Pr-No Theme -0812: Model Number | Redmi Note 9 Pro: Designed For | Multicolor: Brand Color | 1: Pack of,,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Plain Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Plain Cases & Covers | G4E-GIFT4EVER Plain Cases & Covers,,,,0,0,0,55c0cbdd-a822-5e7a-b077-92d0dced1dbc,01/01/24
11,21,"My Swag Back Cover for VIVO Y93  (Multicolor, 3D Case, Pack of: 1)",https://www.flipkart.com/hi/my-swag-back-cover-vivo-y93/p/itmfgjcggzt2hqqr,itmfgjcggzt2hqqr,https://www.flipkart.com/product/p/itmfgjcggzt2hqqr,229,INR,₹899,74% off,True,Suitable For: Mobile | Material: Polycarbonate | Theme: Animals/Birds/Nature | Type: Back Cover,MySwag1,3.8,"this premium back cover is an my swag my swag made of high qulity and highly durable in nature,","[{'Sales Package': '1 back cover'}, {'Model Number': 'SWHT Y93D08'}, {'Designed For': 'VIVO Y93'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}]",1 back cover: Sales Package | SWHT Y93D08: Model Number | VIVO Y93: Designed For | Multicolor: Brand Color | 1: Pack of,https://rukminim2.flixcart.com/image/jvwpfgw0/cases-covers/back-cover/q/4/z/my-swag-swht-rn7sd08-original-imafggr6kfy9rhjc.jpeg | https://rukminim2.flixcart.com/image/jyt0knk0/cases-covers/back-cover/n/b/x/my-swag-swhtsgon7pd301-original-imafcphwgmpn5whd.jpeg | https://rukminim2.flixcart.com/image/k3uhhu80/cases-covers/back-cover/y/b/f/my-swag-swhtmotomd2646-original-imafcphwxdzwmc9p.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | My Swag Designer Cases & Covers,,,,0,0,0,0f95b402-f5bc-5ada-aaa1-73ac2a4ce86a,01/01/24
12,23,KIZIN Back Cover for Moto One Vision  (Multicolor),https://www.flipkart.com/hi/kizin-back-cover-moto-one-vision/p/itm7a1a33723818d,itm7a1a33723818d,https://www.flipkart.com/product/p/itm7a1a33723818d,165,INR,₹899,81% off,False,,SPBREnterprises,3.9,,[],,,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | KIZIN Designer Cases & Covers,,,,0,0,0,33649e77-6246-509b-9871-64b4a716db91,01/01/24
13,25,TELTREK Tempered Glass Guard for MICROMAX EXPRESS 4G Q413 (Impossible UV AntiBlue Light)  (Pack of 1),https://www.flipkart.com/hi/teltrek-tempered-glass-guard-micromax-express-4g-q413-impossible-uv-antiblue-light/p/itm4dce66d1519b1,itm4dce66d1519b1,https://www.flipkart.com/product/p/itm4dce66d1519b1,206,INR,₹799,74% off,True,"Anti-Blue Light Guard, Anti Glare, Scratch Resistant, Air-bubble Proof, Anti Reflection, UV Protection | Mobile | Tempered Glass | Removable",,,"TELTREK Anti Blue Light Impossible Screen guard ensures reduction in Harmful UV & Blue Light from your device. Designed for you Eye's Health, Anti-Blue Light Filter Flexible Impossible Guard prevent your Eye Retana from fatigue caused by Blue Ray Light rom cell phone screen.",[],,https://rukminim2.flixcart.com/image/ktep2fk0/screen-guard/tempered-glass/f/2/w/sb5tel-2537-teltrek-original-imag6rd9fakcghtt.jpeg | https://rukminim2.flixcart.com/image/kjd6nww0-0/screen-guard/impossible-screen-guard/3/k/9/ab7mob-3106-mobart-original-imafyyhf8ejruwp5.jpeg | https://rukminim2.flixcart.com/image/kjd6nww0-0/screen-guard/impossible-screen-guard/s/n/b/ab7mob-3106-mobart-original-imafyyhfvzs3bjgd.jpeg | https://rukminim2.flixcart.com/image/kjd6nww0-0/screen-guard/impossible-screen-guard/w/y/e/ab7mob-3106-mobart-original-imafyyhfnpkqpcyh.jpeg | https://rukminim2.flixcart.com/image/kjd6nww0-0/screen-guard/impossible-screen-guard/w/y/l/ab7mob-3106-mobart-original-imafyyhfwfsfrv5h.jpeg,,Mobiles & Accessories,Mobile Accessories,Screen Guards,TELTREK Screen Guards,Mobiles & Accessories | Mobile Accessories | Screen Guards | TELTREK Screen Guards,,,,0,0,0,3522a90f-31c1-56e4-923d-75ce00979eec,01/01/24
14,26,"GRAFIQE Back Cover for REDMI Note 10 Pro M2101K6P EIFFELTOWER, PARIS, HEARTS, LOVE, COLORFUL, GALAXY  (Multicolor, Shock Proof, Pack of: 1)",https://www.flipkart.com/grafiqe-back-cover-redmi-note-10-pro-m2101k6p-eiffeltower-paris-hearts-love-colorful-galaxy/p/itm51fd54ef3a913,itm51fd54ef3a913,https://www.flipkart.com/product/p/itm51fd54ef3a913,245,INR,₹999,75% off,True,Suitable For: Mobile | Material: Plastic | Theme: Sports & Sportstars | Type: Back Cover,Loffer E,4.2,"This premium back cover is an offering from GRAFIQE which is tailor made for your REDMI Note 10 Pro. The design elements of this case include EIFFELTOWER, PARIS, HEARTS, LOVE, COLORFUL, GALAXY. This mobile case embraces you phone precisely with optimal cut-outs for buttons and ports. The phone cover is made from light but extremely durable poly-carbonate material to protect your precious phone from drops and scratches.","[{'Sales Package': '1 Designer Printed Back Cover For REDMI Note 10 Pro'}, {'Model Number': 'M2101K6P-Eiffeltower-Paris-Hearts-Love-Colorful-Galaxy-268'}, {'Designed For': 'REDMI Note 10 Pro M2101K6P EIFFELTOWER, PARIS, HEARTS, LOVE, COLORFUL, GALAXY'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Other Features': 'Hard Case, Dual Protection, Shock Proof, Mobile Back Cover, Printed, Stylish, Designer, Plastic, Waterproof'}]","1 Designer Printed Back Cover For REDMI Note 10 Pro: Sales Package | M2101K6P-Eiffeltower-Paris-Hearts-Love-Colorful-Galaxy-268: Model Number | REDMI Note 10 Pro M2101K6P EIFFELTOWER, PARIS, HEARTS, LOVE, COLORFUL, GALAXY: Designed For | Multicolor: Brand Color | 1: Pack of | Hard Case, Dual Protection, Shock Proof, Mobile Back Cover, Printed, Stylish, Designer, Plastic, Waterproof: Other Features",https://rukminim2.flixcart.com/image/kxf0jgw0/cases-covers/back-cover/7/v/y/m2101k6p-eiffeltower-paris-hearts-love-colorful-galaxy-268-original-imag9vgyuhhbggax.jpeg | https://rukminim2.flixcart.com/image/kd1zngw0/cases-covers/back-cover/3/g/k/grafiqe-1909-pd1931f-ex-dragon-ball-super-dragon-super-goku-original-imafufqxxwxjmerv.jpeg | https://rukminim2.flixcart.com/image/kd1zngw0/cases-covers/back-cover/3/g/k/grafiqe-1909-pd1931f-ex-dragon-ball-super-dragon-super-goku-original-imafufqxucmnmgsf.jpeg | https://rukminim2.flixcart.com/image/kc29n680/cases-covers/back-cover/t/k/g/ashini-vijay-2901-419-original-imaft9xwbz6vfuhc.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | GRAFIQE Designer Cases & Covers,India,Cases & Covers,,0,0,0,5836c274-b38a-5900-b4aa-1cac8fc9eb82,01/01/24
15,27,"Voleano Back Cover for Vivo Y35, V2205, CAPTAIN AMERICA, AVENGER, SHIELD, COMICS, MARVEL  (Multicolor, Shock Proof, Pack of: 1)",https://www.flipkart.com/hi/voleano-back-cover-vivo-y35-v2205-captain-america-avenger-shield-comics-marvel/p/itm96239fbf7ca3c,itm96239fbf7ca3c,https://www.flipkart.com/product/p/itm96239fbf7ca3c,279,INR,₹999,72% off,True,Suitable For: Mobile | Material: Plastic | Theme: Comics/Cartoons/Superheroes | Type: Back Cover,Angel Infotech,3.7,"VOLEANO Stylish, Ultra Slim, Sleek and Light Weight Design Snap on Case Protect your phone from scratches and bumps,Image Full Wrap Finish (Side & Corner) Tight and Firm fit for perfect grip and support. CAPTAIN AMERICA, AVENGER, SHIELD, COMICS, MARVEL Specially Designed for Your Phone","[{'Sales Package': '1 Designer Printed Back Cover'}, {'Model Number': 'V2205-CAPTAIN AMERICA-AVENGER-SHIELD-COMICS-MARVEL-0201'}, {'Designed For': 'Vivo Y35, V2205, CAPTAIN AMERICA, AVENGER, SHIELD, COMICS, MARVEL'}, {'Brand Color': 'Multicolor 201'}, {'Pack of': '1'}, {'Other Features': 'Hard Case, Dual Protection, Designer Printed Back Cover, Plastic Cover, Full Mobile Protection'}]","1 Designer Printed Back Cover: Sales Package | V2205-CAPTAIN AMERICA-AVENGER-SHIELD-COMICS-MARVEL-0201: Model Number | Vivo Y35, V2205, CAPTAIN AMERICA, AVENGER, SHIELD, COMICS, MARVEL: Designed For | Multicolor 201: Brand Color | 1: Pack of | Hard Case, Dual Protection, Designer Printed Back Cover, Plastic Cover, Full Mobile Protection: Other Features",https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/h/i/8/v2205-captain-america-avenger-shield-comics-marvel-0201-voleano-original-imagzjam29nwmmqn.jpeg | https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/b/s/m/v2205-choudhary-jat-choudhary-ji-boy-0013-voleano-original-imagzjam7hdfbxhg.jpeg | https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/i/b/p/v2205-choudhary-jat-choudhary-ji-boy-0013-voleano-original-imagzjam2853zadb.jpeg | https://rukminim2.flixcart.com/image/xif0q/cases-covers/back-cover/k/k/1/v2205-choudhary-jat-choudhary-ji-boy-0013-voleano-original-imagzjamphn3ygyq.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Voleano Designer Cases & Covers,,,,0,0,0,855c2be9-34a6-5eaf-829d-26831a589387,01/01/24
16,28,"FITCART Back Cover for Nokia 5.3 Back Cover  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hi/fitcart-back-cover-nokia-5-3/p/itmcc995c1673173,itmcc995c1673173,https://www.flipkart.com/product/p/itmcc995c1673173,214,INR,₹499,57% off,True,Suitable For: Mobile | Material: Silicon | Theme: Quotes/Signs/Symbols | Type: Back Cover,SuperCase,3.9,"FITCART gives you Nokia 5.3 Back Cover, the best Multicolor covers, This soft silicone Multicolor cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your mobile.","[{'Sales Package': '1 Back Cover'}, {'Model Number': 'CEL-5.3(CEL)-JP3298'}, {'Designed For': 'Nokia 5.3 Back Cover'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Other Features': 'Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1 Back Cover: Sales Package | CEL-5.3(CEL)-JP3298: Model Number | Nokia 5.3 Back Cover: Designed For | Multicolor: Brand Color | 1: Pack of | Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Other Features",https://rukminim2.flixcart.com/image/kjhgzgw0-0/cases-covers/back-cover/j/q/p/jp-n5-3-jp2642-vitaro-original-imafzfztsfk9ctdy.jpeg | https://rukminim2.flixcart.com/image/kjhgzgw0-0/cases-covers/back-cover/t/x/h/jp-n5-3-jp2642-vitaro-original-imafzfztcmfqseqd.jpeg | https://rukminim2.flixcart.com/image/kjhgzgw0-0/cases-covers/back-cover/j/d/m/jp-n5-3-jp2642-vitaro-original-imafzfztbfnav9cz.jpeg | https://rukminim2.flixcart.com/image/kj7gwi80/cases-covers/back-cover/7/p/u/vitaro-jp-a10e-jp2642-original-imafyttd7wzae2kn.jpeg | https://rukminim2.flixcart.com/image/koad9jk0/cases-covers/back-cover/q/x/d/jp-v21-5g-jp3179-vitaro-original-imafu8fbed6twgbn.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | FITCART Designer Cases & Covers,,,,0,0,0,20c1f4da-9195-58ad-b8b3-bc7a51d736fe,01/01/24
17,29,"Hansviprint Back Cover for Samsung Galaxy On6  (Grey, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hi/hansviprint-back-cover-samsung-galaxy-on6/p/itmf3971983407ac,itmf3971983407ac,https://www.flipkart.com/product/p/itmf3971983407ac,249,INR,₹699,64% off,True,Suitable For: Mobile | Material: Silicon | Theme: Comics/Cartoons/Superheroes | Type: Back Cover,LAXMISAIL,3.9,"These designs on the cases are designed by ""Hansviprint"" .This designer case allows easy access to all buttons controls. This designer Case Cover is Attractive, Comfortable, Light Weight and has unique design it perfectly fit and protects your smartphones. Easy to install & easy Remove. High quality printed case cover with perfect design.","[{'Sales Package': '1 Mobile Back Cover'}, {'Model Number': 'GALAXYON6-444'}, {'Designed For': 'Samsung Galaxy On6'}, {'Brand Color': 'Grey'}, {'Pack of': '1'}, {'Certification': 'NA'}, {'Other Features': 'Hansviprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working'}]","1 Mobile Back Cover: Sales Package | GALAXYON6-444: Model Number | Samsung Galaxy On6: Designed For | Grey: Brand Color | 1: Pack of | NA: Certification | Hansviprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working: Other Features",,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Hansviprint Designer Cases & Covers,,,,0,0,0,57a11b94-65d3-525d-9efa-d93e386813d7,01/01/24
18,31,"PALWALE BALAJI Back Cover for Realme 6, Realme 6i  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hi/palwale-balaji-back-cover-realme-6-6i/p/itmcef0baf629e6a,itmcef0baf629e6a,https://www.flipkart.com/product/p/itmcef0baf629e6a,214,INR,₹499,57% off,True,Suitable For: Mobile | Material: Silicon | Theme: Quotes/Signs/Symbols | Type: Back Cover,ShriPalwaleBalaji,3.8,"Realme 6, Realme 6i Back Cover, the best Multicolor covers, This soft silicone Multicolor cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your mobile.","[{'Sales Package': '1 Back Cover'}, {'Model Number': 'Rel-6-JP3737'}, {'Designed For': 'Realme 6, Realme 6i'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Certification': 'Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1 Back Cover: Sales Package | Rel-6-JP3737: Model Number | Realme 6, Realme 6i: Designed For | Multicolor: Brand Color | 1: Pack of | Back Cover, Dust free, washable, Fingerprints Free, Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Certification",https://rukminim2.flixcart.com/image/ksoz53k0/cases-covers/back-cover/1/3/v/rel-r6s-jp3737-simawat-original-imag67hzdaxrgyqn.jpeg | https://rukminim2.flixcart.com/image/ksoz53k0/cases-covers/back-cover/q/9/1/rel-r6s-jp3737-simawat-original-imag67hzyjhfbc39.jpeg | https://rukminim2.flixcart.com/image/ksoz53k0/cases-covers/back-cover/w/n/i/rel-r6s-jp3737-simawat-original-imag67hzaahk5tgx.jpeg | https://rukminim2.flixcart.com/image/ksoz53k0/cases-covers/back-cover/e/y/u/rel-r6s-jp3737-simawat-original-imag67hzypzg3kf5.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | PALWALE BALAJI Designer Cases & Covers,,,,0,0,0,da69805e-f221-5e81-9046-381f77f1dcfc,01/01/24
19,34,"Appcityprint Back Cover for Itel A47  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hi/appcityprint-back-cover-itel-a47/p/itm622d31928ba69,itm622d31928ba69,https://www.flipkart.com/product/p/itm622d31928ba69,289,INR,₹899,67% off,True,Suitable For: Mobile | Material: Silicon | Theme: Quotes/Signs/Symbols | Type: Back Cover,LAXMI-TRADER,4.1,"These designs on the cases are designed by ""Appcityprint"" .This designer case allows easy access to all buttons controls. This designer Case Cover is Attractive, Comfortable, Light Weight and has unique design it perfectly fit and protects your smartphones. Easy to install & easy Remove. High quality printed case cover with perfect design.","[{'Sales Package': '1 Mobile Back Cover'}, {'Model Number': 'ITELA47-693'}, {'Designed For': 'Itel A47'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}, {'Certification': 'Appcityprint'}, {'Other Features': 'Appcityprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working'}]","1 Mobile Back Cover: Sales Package | ITELA47-693: Model Number | Itel A47: Designed For | Multicolor: Brand Color | 1: Pack of | Appcityprint: Certification | Appcityprint cases & covers have dust free,Washable,Fingerprints free,Made of soft silicone which make it soft and durable.Access to all buttons, Controls & Ports easily working: Other Features",https://rukminim2.flixcart.com/image/knexksw0/cases-covers/back-cover/c/r/j/itela47-693-hansviprint-original-imag23taathvu5kd.jpeg | https://rukminim2.flixcart.com/image/knexksw0/cases-covers/back-cover/g/o/1/itela47-693-hansviprint-original-imag23taszhsgh4r.jpeg | https://rukminim2.flixcart.com/image/knexksw0/cases-covers/back-cover/d/x/u/itela47-693-hansviprint-original-imag23tah2wpzrvy.jpeg | https://rukminim2.flixcart.com/image/knexksw0/cases-covers/back-cover/e/4/i/itela47-693-hansviprint-original-imag23tawf3f2scm.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Appcityprint Designer Cases & Covers,,,,0,0,0,0ac61d88-2e2a-5377-8238-dd84425ab30d,01/01/24
20,36,MOBART Tempered Glass Guard for VIVO 1902 Y17 (AntiGlare Matte)  (Pack of 1),https://www.flipkart.com/hi/mobart-tempered-glass-guard-vivo-1902-y17-antiglare-matte/p/itm7d6ba22dc5bb3,itm7d6ba22dc5bb3,https://www.flipkart.com/product/p/itm7d6ba22dc5bb3,206,INR,₹799,74% off,True,"Anti Glare, Matte Screen Guard, Scratch Resistant, Air-bubble Proof, Anti Reflection, UV Protection | Mobile | Tempered Glass | Removable",SPARSHTELIMPEX,3.9,"Matte Anti Glare Screen Protector is Flexible that ensures reduction in Harmful Glare from your device. Designed for you Eye's Health, Matte Finish Anti Glare Light Filter Flexible Impossible Guard prevent your Eye Retana from fatigue caused by time spent on the cell phone screen. This Matte Screen Guard is Not an Edge to Edge Guard, It is slightly smaller from a4 sides to ensure it's case cover friendliness. It does not cover Full screen of the Phone's with Curved Edges & covers only the Flat surface.",[],,https://rukminim2.flixcart.com/image/xif0q/screen-guard/tempered-glass/m/m/j/mobim1-7808-mobart-original-imagng9sqmarg4zm.jpeg | https://rukminim2.flixcart.com/image/kklhbbk0/screen-guard/tempered-glass/e/x/n/fashim8-2661-fasheen-original-imafzwrqyqtmzrw6.jpeg | https://rukminim2.flixcart.com/image/kklhbbk0/screen-guard/tempered-glass/j/4/g/fashim8-2661-fasheen-original-imafzwrqvz4yqdtj.jpeg | https://rukminim2.flixcart.com/image/kklhbbk0/screen-guard/tempered-glass/x/a/6/fashim8-2661-fasheen-original-imafzwrqdydtp9mf.jpeg | https://rukminim2.flixcart.com/image/kklhbbk0/screen-guard/tempered-glass/z/d/y/fashim8-2661-fasheen-original-imafzwrqykygm6ty.jpeg,वापसी नहीं होगी ,Mobiles & Accessories,Mobile Accessories,Screen Guards,MOBART Screen Guards,Mobiles & Accessories | Mobile Accessories | Screen Guards | MOBART Screen Guards,,,,0,0,0,c7c09b3b-68b6-51dd-aec4-1be539dd3a46,01/01/24
21,38,"BAGRA Back Cover for LG K9 Back Cover, Back Case  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/bagra-back-cover-lg-k9-cover-case/p/itmfe8j4fqvuwyts,itmfe8j4fqvuwyts,https://www.flipkart.com/product/p/itmfe8j4fqvuwyts,209,INR,₹799,73% off,True,Suitable For: Mobile | Material: Silicon | Theme: Comics/Cartoons/Superheroes | Type: Back Cover,ShivMahadev,3.9,"BAGRA gives you LG K9 the best Multicolor covers, This soft silicone Multicolor cover will protect and prevent your phone from scratches, damage and dust. The silicone cover is made from a lightweight tough strong high quality rubber/silicone material which will help you to keep your phone safe. It comes in smooth texture. This will not only look good on your phone but will protect it. This case will Style your mobile.","[{'Sales Package': '1 Back Cover'}, {'Model Number': 'JP-K9-JP1220'}, {'Designed For': 'LG K9 Back Cover, Back Case'}, {'Brand Color': 'Love , Hugg, Kiss, Velentine , cover for girls, cover for boys'}, {'Pack of': '1'}, {'Certification': 'BAGRA'}, {'Other Features': 'LG K9, Dust free, washable, Fingerprints Free,Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.'}]","1 Back Cover: Sales Package | JP-K9-JP1220: Model Number | LG K9 Back Cover, Back Case: Designed For | Love , Hugg, Kiss, Velentine , cover for girls, cover for boys: Brand Color | 1: Pack of | BAGRA: Certification | LG K9, Dust free, washable, Fingerprints Free,Made of soft silicone which make it soft and durable.Access to All buttons, Controls & Ports easily, and without removing the skin.: Other Features",https://rukminim2.flixcart.com/image/jsrtn680/cases-covers/back-cover/f/f/k/super-case-jp-k10-7-jp1220-original-imafe8j5crrapdbh.jpeg | https://rukminim2.flixcart.com/image/jw0zr0w0/cases-covers/back-cover/c/n/d/realking-jp-5infi-jp1886-original-imafe3fgmjmtmc6s.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | BAGRA Designer Cases & Covers,India,Cases & Covers,,0,0,0,0f75bc3d-bdd0-587f-bdc6-1c9c0ab86da2,01/01/24
22,39,"CASiPiE Back Cover for Redmi 9i , Mi Redmi 9A  (Multicolor, Hard Case, Pack of: 1)",https://www.flipkart.com/hi/casipie-back-cover-redmi-9i-mi-9a/p/itm70bc8fc41d32d,itm70bc8fc41d32d,https://www.flipkart.com/product/p/itm70bc8fc41d32d,299,INR,₹999,70% off,True,Suitable For: Mobile | Material: Polycarbonate | Theme: Quotes/Signs/Symbols | Type: Back Cover,CASiPiE,2.7,"CASiPiE Designer Printed Hard Back Case and Cover for Redmi 9i , Mi Redmi 9A N Loves P, I Love You NP Name, Symbols, Letter, Alphabet, Design, Art. Hard printed back cover case for mobiles, they are stylish and funky. Our Print is high quality and Durable and the Case is designed to fit your Mobile Device perfectly. Trendy Stylish Back Cover for Girls, Women, Boy, Men, Girl, Woman, Boys, Man. Best Designs, Unique Gift For Every One. Wide range of designs to choose from too.","[{'Sales Package': 'Printed Back Cover'}, {'Model Number': 'mi9a_6147'}, {'Designed For': 'Redmi 9i , Mi Redmi 9A'}, {'Brand Color': 'Multicolor, N Loves P, I Love You NP'}, {'Pack of': '1'}, {'Other Features': 'NOTE -Images are for Reference Purpose Only, Color Might Slightly Vary.'}]","Printed Back Cover: Sales Package | mi9a_6147: Model Number | Redmi 9i , Mi Redmi 9A: Designed For | Multicolor, N Loves P, I Love You NP: Brand Color | 1: Pack of | NOTE -Images are for Reference Purpose Only, Color Might Slightly Vary.: Other Features",,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | CASiPiE Designer Cases & Covers,,,,0,0,0,d41d1837-1efb-5423-bdbd-90046eb8e0e4,01/01/24
23,40,"Hansviprint Back Cover for Samsung Galaxy M51 , Samsung M51  (Multicolor, Grip Case, Silicon, Pack of: 1)",https://www.flipkart.com/hansviprint-back-cover-samsung-galaxy-m51/p/itm5b988df44b045,itm5b988df44b045,https://www.flipkart.com/product/p/itm5b988df44b045,289,INR,₹699,58% off,True,Suitable For: Mobile | Material: Silicon | Theme: Patterns | Type: Back Cover,LAXMISAIL,3.9,"These designs on the cases are designed by ""Hansviprint"" .This designer case allows easy access to all buttons controls. This designer Case Cover is Attractive, Comfortable, Light Weight and has unique design it perfectly fit and protects your smartphones. Easy to install & easy Remove. High quality printed case cover with perfect design.","[{'Sales Package': '1 Mobile Back Cover'}, {'Model Number': 'SAMSUNGGALAXYM51-HP468'}, {'Designed For': 'Samsung Galaxy M51 , Samsung M51'}, {'Brand Color': 'Multicolor'}, {'Pack of': '1'}]","1 Mobile Back Cover: Sales Package | SAMSUNGGALAXYM51-HP468: Model Number | Samsung Galaxy M51 , Samsung M51: Designed For | Multicolor: Brand Color | 1: Pack of",https://rukminim2.flixcart.com/image/kfeamq80/cases-covers/back-cover/p/8/u/hansviprint-samsunggalaxym51-hp468-original-imafvuzbfsp43qgx.jpeg | https://rukminim2.flixcart.com/image/kfeamq80/cases-covers/back-cover/p/8/u/hansviprint-samsunggalaxym51-hp468-original-imafvuzbvhxzbxrx.jpeg | https://rukminim2.flixcart.com/image/kfeamq80/cases-covers/back-cover/p/8/u/hansviprint-samsunggalaxym51-hp468-original-imafvuzbfszr4adc.jpeg | https://rukminim2.flixcart.com/image/kfeamq80/cases-covers/back-cover/p/8/u/hansviprint-samsunggalaxym51-hp468-original-imafvuzbjjspbcyf.jpeg | https://rukminim2.flixcart.com/image/kfeamq80/cases-covers/back-cover/p/q/h/hansviprint-gioneemax-hp468-original-imafvuxrgby6cws9.jpeg,7 Days Replacement Policy,Mobiles & Accessories,Mobile Accessories,Cases & Covers,Designer Cases & Covers,Mobiles & Accessories | Mobile Accessories | Cases & Covers | Designer Cases & Covers | Hansviprint Designer Cases & Covers,India,Cases & Covers,,0,0,0,2f6ce0db-0fed-53c1-bc30-910564e69547,01/01/24
